id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12987193,5* Hotel Quality Living - 10mins from City,65463753,Kiron,,Henbury & Brentry,51.50531,-2.61259,Entire home/apt,975,1,118,2022-09-04,1.54,1,130,21,
12999409,Double Room 2.,57242974,John,,Eastville,51.4748,-2.55877,Private room,23,5,39,2021-06-21,0.51,5,0,0,
13037490,Beautiful Spacious Home From Home,3628003,Miltos,,Westbury-on-Trym & Henleaze,51.47725,-2.61101,Private room,121,1,80,2022-09-05,1.08,2,158,19,
13091537,Beautiful spacious flat with great garden views,48962068,Sula,,Lockleaze,51.47722,-2.57221,Entire home/apt,58,2,7,2018-10-07,0.11,1,0,0,
13119191,A Sunny Room In Montpelier,11413122,Tony,,Ashley,51.46714,-2.58716,Private room,41,3,111,2022-09-08,1.47,3,80,23,
13133203,modern gem,20522861,Peter,,Avonmouth & Lawrence Weston,51.49722,-2.64567,Entire home/apt,165,7,1,2022-02-13,0.14,2,90,1,
13237892,Double room with kitchenette & shower (Totterdown),18879799,Katherine & Suresh,,Windmill Hill,51.44037,-2.5715,Entire home/apt,69,1,281,2022-09-19,3.66,2,64,24,
13269461,Double room in self contained annex,54046046,Jilly,,Bishopston & Ashley Down,51.48457,-2.59501,Entire home/apt,60,2,189,2022-09-16,2.64,1,23,20,
13290486,Sunny & bright 1 bed flat in colourful Totterdown,74990295,Mark,,Windmill Hill,51.44231,-2.58228,Entire home/apt,66,5,245,2022-08-11,3.21,1,269,15,
13294974,"Lovely sunny, double room with on-street parking",57939827,Charlie,,Brislington West,51.44105,-2.5529,Private room,31,2,104,2022-08-30,1.42,2,65,35,
13369879,"Clean, Comfortable Double Room Street Parking",62911460,Jane,,Stoke Bishop,51.48556,-2.64582,Private room,43,1,108,2022-09-08,1.42,3,17,17,
13476552,2 lovely double rooms in quiet home,77046591,Lucia,,Avonmouth & Lawrence Weston,51.49505,-2.65498,Private room,65,2,46,2021-08-30,0.61,3,199,0,
13500079,Lovely double room in quiet house,77046591,Lucia,,Avonmouth & Lawrence Weston,51.49951,-2.65259,Private room,39,1,5,2019-07-21,0.07,3,174,0,
13555151,"Cosy room, Cotham (1)",8256363,Catrin,,Redland,51.47331,-2.60577,Private room,38,3,65,2022-08-31,0.88,2,73,9,
13573568,Beautiful house full of character,65252235,Jodie,,Easton,51.45876,-2.55678,Entire home/apt,250,1,37,2019-02-24,0.49,2,33,0,
13574823,Gorgeous double room,65252235,Jodie,,Easton,51.457,-2.55756,Private room,28,2,126,2022-08-27,1.65,2,86,18,
13601728,Large Cosy House - whole rental / individual rooms,10368086,Sara,,Clifton Down,51.47133,-2.61182,Entire home/apt,213,3,14,2022-08-15,0.28,2,1,5,
13635144,"20 mins to Stokes Croft, city centre, green oasis",76200500,Helen,,Ashley,51.47028,-2.5801,Private room,28,2,72,2022-09-08,0.96,2,113,7,
13780181,North Street Victorian Home,53066978,Tim,,Southville,51.442989,-2.615829,Entire home/apt,200,7,17,2022-09-03,0.23,1,0,3,
13784517,"Double Room & Ensuite, Filton Bristol",28881142,Dylan,,Horfield,51.50304,-2.5694,Private room,38,12,48,2022-07-17,0.65,5,177,2,
13792660,Wonderful Sunny house - min.5 days,77046591,Lucia,,Avonmouth & Lawrence Weston,51.50071,-2.65221,Entire home/apt,88,5,13,2022-03-12,0.18,3,0,3,
13843140,Cosy Stylish Bedroom near Glos Rd & Airbus,76991552,Laverne,,Horfield,51.49577,-2.58302,Private room,25,2,329,2022-01-16,4.37,1,19,3,
13909207,Clean and comfy townhouse,75054180,Rachel,,Windmill Hill,51.44346,-2.57996,Private room,45,2,58,2022-09-19,0.90,2,42,5,
13909216,Comfortable south Bristol townhouse,75054180,Rachel,,Southville,51.44552,-2.58074,Private room,60,2,79,2022-09-06,1.06,2,47,7,
13976516,Massive flat... in beautiful Clifton Village,17385514,Pru,,Clifton,51.45523,-2.62286,Entire home/apt,100,2,78,2021-12-12,1.04,2,0,2,
13982286,Double Room in Victorian Terrace,9707775,Shula,,Southville,51.44116,-2.60727,Private room,56,1,92,2022-08-24,1.23,1,63,29,
13993378,"Comfortable Kingsize Ground Floor Room, Parking",62911460,Jane,,Stoke Bishop,51.48556,-2.64582,Private room,43,1,67,2022-09-04,0.90,3,18,22,
13993634,Contemporary Super Large Apartment in The Old City,80431142,Sean,,Central,51.45443,-2.59368,Entire home/apt,96,2,242,2022-09-11,3.28,2,139,38,
14005308,"Entire Apartment!
Cozy City Centre - Wapping Wharf",32808632,Chloé,,Central,51.44624,-2.59836,Entire home/apt,69,30,11,2019-06-13,0.23,3,0,0,
14019547,Lovely 2 - bedroom apartment in vibrant Greenbank,34312028,Gill,,Easton,51.46737,-2.55988,Entire home/apt,100,2,2,2022-09-15,2,1,113,2,
14074457,"Self-contained Southville flat, perfect location!",40985747,Sally,,Southville,51.44496,-2.60099,Entire home/apt,85,2,275,2022-09-12,4.42,1,154,71,
14233480,Eaton Crescent - Beautiful Clifton Apartment,65463336,Michael,,Clifton Down,51.46025,-2.6137,Entire home/apt,200,20,29,2021-10-31,1.07,2,0,5,
14277343,"20 mins to Stokes Croft & city centre, quiet oasis",76200500,Helen,,Ashley,51.47215,-2.57922,Private room,41,2,61,2022-09-09,0.82,2,126,10,
14357545,Single Room in Filton Bristol - Clean Quiet Modern,28881142,Dylan,,Horfield,51.50373,-2.57078,Private room,38,7,62,2022-06-04,0.83,5,0,4,
14385904,"Calm, spacious ensuite near Southmead Hosp. 1 or 2",21004234,Sue,,Horfield,51.49406,-2.59715,Private room,36,1,184,2022-08-17,2.47,2,296,21,
14390717,"Quiet + peaceful garden view single, near hospital",21004234,Sue,,Horfield,51.49287,-2.5969,Private room,32,1,120,2022-08-12,1.62,2,289,10,
14442814,Beautiful double bedroom with private bathroom,88922941,Laura,,Bedminster,51.43514,-2.6101,Private room,55,1,206,2022-08-29,2.77,1,77,62,
14463160,Double Room & Ensuite. Filton Bristol,28881142,Dylan,,Lockleaze,51.50306,-2.56877,Private room,40,21,54,2022-09-10,0.74,5,138,9,
14483722,Central Bristol Studio Apartment,45366780,Jake,,Ashley,51.46806,-2.58062,Entire home/apt,60,5,69,2022-08-09,0.95,5,350,1,
14519297,Spectacular Views in Bright Victorian Home,38385150,Jenn,,Clifton,51.45633,-2.61049,Entire home/apt,89,1,91,2022-06-25,1.23,2,0,12,
14584917,Beautiful Georgian House in the heart of Bristol,42126176,Jacqueline,,Central,51.44671,-2.59275,Private room,18,90,0,,,1,86,0,
14611969,Stunning traditional flat in the heart of Bristol,40145180,Marco,,Cotham,51.46367,-2.59789,Entire home/apt,129,1,624,2022-09-15,8.44,1,130,130,
14627596,Quiet double room close to Gloucester Rd BS7,7380185,Fenella,,Bishopston & Ashley Down,51.4756,-2.58751,Private room,33,2,203,2022-09-14,2.75,1,71,41,
14710856,Sunny house with balcony near Bristol harbour side,43800815,Angela,,Southville,51.44234,-2.59904,Entire home/apt,86,7,256,2019-08-09,3.60,3,0,0,
14726789,Green Room. The Attic Room with Skyviews.,31999039,Anita,,Easton,51.46762,-2.56529,Private room,45,2,72,2022-09-16,0.98,2,342,30,
14854388,Comfy double rooms in a lovely area  /back room,92998981,Amel,,Stoke Bishop,51.48444,-2.64352,Private room,35,1,127,2022-07-22,1.72,3,357,22,
14876760,Comfy double rooms in a lovely area /front room,92998981,Amel,,Stoke Bishop,51.48384,-2.64424,Private room,30,1,139,2022-07-31,1.91,3,331,39,
14913567,"Double  Room, Cheswick Village, Bristol,(MOD/UWE)",93684655,Mike & Rach,,Lockleaze,51.49488,-2.55683,Private room,35,1,169,2022-08-20,2.30,1,0,3,
14943195,Family home 10 mins walk to centre,50598300,Natasha,,Southville,51.44363,-2.59704,Entire home/apt,109,3,143,2022-08-31,2.43,1,300,44,
14994706,Warm & Welcoming Double + Z-Bed,37734868,Micaela,,Southmead,51.49411,-2.60926,Private room,31,4,134,2021-11-05,1.83,1,64,6,
14998783,LARGE DOUBLE ROOM WITH 2 SINGLE BEDS RED ROOM.,94590149,Steve,,Brislington East,51.43947,-2.53476,Private room,22,1,27,2019-06-16,0.37,1,232,0,
15042679,Beautiful terraced house in Bristol,22713460,Clare,,Bedminster,51.43807,-2.60878,Entire home/apt,150,3,18,2022-08-29,1.66,1,97,18,
15176944,Beautiful Grand Apartment Redland,96325265,Host,,Cotham,51.4674,-2.60724,Entire home/apt,83,1,185,2022-09-05,2.55,3,74,46,
15223307,Health and Art in Comfort in Central Bristol,596653,Martin,,Clifton Down,51.4633,-2.60614,Entire home/apt,94,2,110,2022-08-19,1.66,2,204,14,
15223965,The Big Bristol House,96755593,Joanna,,Clifton,51.45509,-2.61035,Entire home/apt,490,1,120,2022-09-04,1.66,1,297,39,
15227718,Double bedroom just off Whiteladies Road + parking,95664486,Jo,,Clifton Down,51.45864,-2.61335,Private room,59,1,530,2022-08-26,7.29,1,128,110,
15243334,Brilliant and Bright 3 Bedroom Home - Bristol,15576008,Neil,,Clifton,51.45214,-2.61749,Entire home/apt,219,2,5,2019-03-07,0.09,1,209,0,
15315970,The Curious Cabinet Guesthouse: Extraordinary,2552998,Sadie,,Frome Vale,51.48254,-2.52261,Private room,89,1,0,,,2,78,0,
15372024,Bijou room in Totterdown close to Temple Meads,7852250,Tim,,Windmill Hill,51.44446,-2.58035,Private room,36,2,77,2020-01-22,1.07,2,2,0,
15389056,Modern Studio in Desirable Clifton Area,65192629,Hopewell,,Clifton,51.46107,-2.62067,Entire home/apt,81,1,207,2022-09-14,2.86,157,218,35,
15397477,The loft Room 6,57242974,John,,Eastville,51.47364,-2.56017,Private room,22,5,56,2020-10-03,0.77,5,149,0,
15397829,The double Room 3,57242974,John,,Eastville,51.47364,-2.56017,Private room,23,5,44,2020-10-23,0.62,5,0,0,
15457289,bristol central studio apartment,45366780,Jake,,Ashley,51.4681,-2.58118,Entire home/apt,55,5,45,2022-09-16,0.62,5,315,4,
15476981,En-suite superking loft in outstanding location,20637723,Jane,,Redland,51.47123,-2.59406,Private room,50,100,33,2017-07-29,0.46,1,365,0,
15519361,"Period property, Nr Whiteladies Rd",96525475,Laura,,Cotham,51.47001,-2.60341,Private room,48,1,122,2019-01-03,1.69,1,0,0,
15520066,Large double room with en-suite,24281132,Akbal,,St George Central,51.46371,-2.52128,Private room,40,3,15,2022-03-20,0.44,1,50,3,
15528949,Large room with single bed in Victorian house,99865250,Marcela,,Ashley,51.47045,-2.58533,Private room,31,2,79,2018-07-03,1.10,2,49,0,
15550502,"Cosy large double basement room, Redland",100085500,David,,Redland,51.47383,-2.61464,Private room,53,1,46,2022-09-04,0.65,3,156,16,
15638305,Fully furnished studio near Bristol City Centre,45366780,Jake,,Ashley,51.4681,-2.57899,Entire home/apt,55,2,29,2022-09-18,0.41,5,340,3,
15640695,Toad Lodge The Orange Room,100890506,Lydia,,Cotham,51.46406,-2.59851,Private room,49,1,231,2022-09-06,5.29,3,335,79,
15659149,"Cosy, self-contained, garden room, private access",47836893,Helen,,Knowle,51.43707,-2.5738,Entire home/apt,56,2,285,2022-09-16,3.97,2,197,54,
15712549,City Centre Haven,101375841,Sarah,,Ashley,51.46227,-2.58975,Entire home/apt,105,2,32,2022-09-04,0.45,1,137,1,
15750112,semi detached with terrace garden,42277729,Neil,,Brislington East,51.43367,-2.54659,Private room,41,1,37,2022-09-16,0.52,1,19,15,
15769877,KJ's Pembrokeshire single,85643875,Kay,,Lockleaze,51.49071,-2.57753,Private room,40,1,89,2022-09-14,1.25,2,232,26,
15797205,Stunning & Central Family Home Overlooking Park,17684695,Sophie,,Ashley,51.46798,-2.57444,Entire home/apt,121,2,37,2022-06-05,0.53,1,135,2,
15799784,"En-Suite Double, BBC, UoB, BRI, City Centre",92483434,Jamie,,Clifton Down,51.45941,-2.60998,Private room,41,2,105,2022-07-07,1.47,1,0,9,
15856894,self contained studio room near City centre,45366780,Jake,,Ashley,51.4663,-2.57972,Entire home/apt,54,4,25,2022-08-22,0.35,5,330,10,
15858299,Stylish apartment close to City Centre & Clifton,236481623,Mairead,,Clifton Down,51.46485,-2.60695,Entire home/apt,114,1,256,2022-07-08,3.85,31,146,15,
15869735,Comfy double room in a lovely area,92998981,Amel,,Stoke Bishop,51.4839,-2.6351,Private room,35,1,53,2021-09-24,0.75,3,29,1,
15934388,Unique Houseboat 9 cabins 16+beds for Family/Group,94252632,Martin,,Hotwells & Harbourside,51.44743,-2.6028,Entire home/apt,550,2,49,2022-09-18,2.80,1,325,36,
15960123,KJ's Cotswold twin with in-room refreshments,85643875,Kay,,Lockleaze,51.490433,-2.577103,Private room,48,1,176,2022-09-19,2.48,2,350,31,
15971982,Snug Single room.,5280806,Sarah,,Hillfields,51.47042,-2.49617,Private room,22,1,174,2022-09-18,2.45,2,259,32,
16036831,New modern apartment nr Clifton Downs,20445078,Ellen & Martin,,Clifton Down,51.46676,-2.61755,Entire home/apt,90,2,193,2022-09-18,2.74,1,4,31,
16199730,"Delightful railway cottage , entire home w garden",105245218,Sally,,Brislington West,51.44585,-2.54551,Entire home/apt,150,4,0,,,1,0,0,
16237348,Spacious twin room,5280806,Sarah,,Hillfields,51.47144,-2.49587,Private room,28,1,167,2022-09-16,2.37,2,316,48,
16297643,Large Double Room,68281771,Lionel,,Stockwood,51.42321,-2.55286,Private room,41,2,8,2021-09-16,0.15,2,0,0,
16397965,Fantastic 2 bedroom chalet with stunning views,87998644,Kerry,,Hengrove & Whitchurch Park,51.39276,-2.55044,Entire home/apt,90,2,209,2021-05-29,3.02,1,157,0,
16565691,"Newly refurbished, stylish, urban 3 BR apartment",54376504,Clare,,Bishopston & Ashley Down,51.48277,-2.58765,Entire home/apt,80,3,242,2022-03-20,3.69,1,0,20,
16594174,Large Clifton room with kitchenette,109450752,Anna,,Clifton,51.45489,-2.61222,Private room,55,2,4,2017-08-06,0.06,1,0,0,
16615118,"x Just off Gloucester Rd, small modern studio",28922270,Carolyn,,Redland,51.4772,-2.59233,Entire home/apt,61,1,496,2022-08-20,7.30,1,0,90,
16673014,Double bedroom in a clean and modern apartment,29889936,Magdalena,,St George Central,51.46262,-2.50467,Private room,41,14,12,2019-07-19,0.19,2,69,0,
16740034,"Self Contained Annexe ,own entrance",39215310,Rachel And Simon,,Westbury-on-Trym & Henleaze,51.48717,-2.60606,Entire home/apt,60,6,267,2022-07-27,3.86,1,264,15,
16754883,The Barn Annexe,54471575,Mary Jane,,Avonmouth & Lawrence Weston,51.51988,-2.64826,Entire home/apt,2165,1,189,2021-08-24,2.97,1,355,0,
16802181,"The Old Gaol, Montpelier, Bristol",53661156,Frank,,Ashley,51.46523,-2.58861,Entire home/apt,97,2,283,2022-09-10,4.19,1,331,59,
16828819,Georgian Flat on Beautiful Square,111991581,Katrina & Pascal,,Cotham,51.46356,-2.59288,Entire home/apt,88,4,22,2022-09-12,0.32,1,108,13,
16853752,Historic two bed apartment in the City Centre,112252957,Helen,,Central,51.45376,-2.59313,Entire home/apt,101,1,234,2022-09-18,3.43,1,251,38,
16878480,"7 bedroom elegant period family home, Bristol",8755965,Rebecca,,Redland,51.47389,-2.60594,Entire home/apt,450,9,7,2021-08-28,0.11,2,58,0,
16892839,Funky garden maisonette in Redland with parking,48269225,Kelly-Ann,,Cotham,51.46979,-2.60933,Entire home/apt,76,1,751,2022-09-18,11.02,1,53,89,
16905160,"The Annexe, Champion House, Moorend Farm, BS16 1SP",33140589,Jan & Garth,,Frome Vale,51.50678,-2.50034,Entire home/apt,88,1,283,2022-09-11,4.13,1,358,35,
16921208,Lower Park Apartments- Studio 8 - Hopewell,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,81,1,211,2022-08-27,3.13,157,0,17,
16921595,Lower Park Apartments- Studio 9 - Hopewell,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,81,1,29,2018-09-28,0.43,157,0,0,
16928881,Spacious double room in Garden Flat,37533889,Sarah,,Clifton,51.45708,-2.61098,Private room,57,2,22,2022-08-31,0.32,2,291,6,
16971957,"Sunny, small nice place, Bristol",68281771,Lionel,,Stockwood,51.4214,-2.55102,Private room,29,2,121,2022-08-12,1.76,2,0,23,
17145927,"Great location. Newly built, warm and welcoming.",82286397,Caroline,,Ashley,51.4752,-2.59068,Private room,65,2,29,2022-08-14,0.43,3,72,10,
17197474,Bright Spacious Family Home in lively Easton,115777631,Rachel,,Easton,51.46387,-2.56333,Entire home/apt,114,2,100,2022-08-18,1.50,1,0,3,
17208038,Vibrant house full of character near City Centre,2160011,Sharon,,Easton,51.46474,-2.55985,Private room,31,2,186,2022-09-12,2.74,1,54,39,
17211150,Elegant Victorian house:iconic views across city.,14707015,Helen,,Windmill Hill,51.44063,-2.57167,Entire home/apt,125,2,170,2022-09-18,2.53,1,321,56,
17236942,"Comfortable, relaxed room in East Bristol",26879607,Catriona,,St George Troopers Hill,51.45561,-2.52862,Private room,34,2,243,2022-09-15,3.61,2,348,32,
17247211,Cosy double bedroom in St Andrews with garden,116218968,Daniel,,Ashley,51.46847,-2.59086,Private room,49,1,75,2022-09-04,1.11,2,92,26,
17247503,Modern  apartment - Sleeps 4 people Cabot Circus,74742488,Liam,,Ashley,51.46013,-2.58577,Entire home/apt,102,2,21,2018-02-19,0.31,1,263,0,
17252638,Victorian family house with stunning city views,9469045,Ester,,Windmill Hill,51.43953,-2.59181,Entire home/apt,100,2,35,2021-10-31,0.69,1,0,1,
17278474,Modern Central 1 Bed Apartment,56967303,Lucy,,Southville,51.44279,-2.60269,Entire home/apt,78,2,168,2022-09-09,2.53,1,6,60,
17306490,"Charming Room in Family Home, Henleaze",90182477,Lisa,,Westbury-on-Trym & Henleaze,51.48464,-2.59961,Private room,31,1,92,2021-11-21,1.42,2,6,4,
17313318,contemporary serviced city studio apartment,45366780,Jake,,Ashley,51.46812,-2.57893,Entire home/apt,61,5,48,2020-08-15,0.71,5,84,0,
17378002,The Orangery Apartment inc Parking Nr Clifton BS8,425741,Nick,,Stoke Bishop,51.45963,-2.66197,Entire home/apt,89,1,31,2022-06-04,0.47,2,80,15,
17401026,*NEW* Cosy Cottage Style Home in Bristol,66296707,Joe,,St George West,51.46135,-2.54207,Entire home/apt,120,4,53,2022-09-19,0.78,1,7,9,
17405811,Large very central 4-story townhouse - Big Groups!,37526160,Adam,,Ashley,51.46255,-2.58576,Entire home/apt,899,1,117,2022-09-04,1.79,3,316,34,
17461146,Victorian House In Kingswood,69976423,Alexandra,,Hillfields,51.46779,-2.51943,Entire home/apt,155,3,60,2022-08-30,0.96,1,350,10,
17473096,"Great location. Newly built, warm and welcoming.",82286397,Caroline,,Redland,51.47721,-2.59086,Private room,65,2,42,2022-07-04,0.63,3,71,7,
17474149,Charming spacious double room,13685989,Juliet,,Redland,51.47247,-2.59309,Private room,70,30,38,2022-01-30,0.56,2,149,1,
17480532,Super Comfortable Double Bed in Lovely Apartment,101932134,Simon,,Ashley,51.45958,-2.58596,Entire home/apt,100,7,24,2022-05-09,0.36,1,170,6,
17613516,Large cosy room in home near stores & cinema,1954565,Fiona,,Brislington West,51.44402,-2.55956,Private room,35,2,5,2021-10-06,0.14,2,0,1,
17614780,3 bedroom Bristol family house in great location,52842276,Lucy,,Cotham,51.46507,-2.60238,Entire home/apt,84,4,5,2022-07-18,0.08,1,0,2,
17674434,The  loft Room 5,57242974,John,,Eastville,51.47364,-2.56017,Private room,22,5,36,2021-06-27,0.55,5,0,0,
17691839,Quiet riverside apartment with views and parking,120520207,Gail,,Central,51.4541,-2.5865,Entire home/apt,104,1,63,2022-09-04,0.97,1,0,44,
17743506,"Elegant, Stylish & modern flat in Central Bristol",121038692,Tony & Rosalind,,Ashley,51.46175,-2.585,Entire home/apt,130,1,151,2022-09-08,2.27,1,296,37,
17777720,"Trendy, urban open plan apartment (City centre)",78138609,Amy,,Ashley,51.46363,-2.58438,Entire home/apt,124,2,231,2022-09-05,3.57,1,69,86,
17863124,Double Bed in Beautiful Apartment,8015723,Katherine,,Easton,51.46851,-2.56449,Private room,50,1,32,2021-10-23,0.48,1,0,3,
17873393,Lower Park Apartments Studio 1 - Hopewell,65192629,Hopewell,,Central,51.4557,-2.59939,Hotel room,81,1,22,2022-08-28,0.35,157,0,1,
17873565,Lower Park Apartments - Studio 6 - Hopewell,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,80,1,54,2022-09-14,0.83,157,263,5,
17875060,Lower Park Apartments - Studio 3 - Hopewell,65192629,Hopewell,,Central,51.45547,-2.59881,Hotel room,75,1,103,2022-09-15,1.57,157,72,15,
17875182,Lower Park Apartments - Studio 4 - Hopewell,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,81,1,69,2022-07-16,1.05,157,0,6,
17875273,Lower Park Apartments- Studio 5 - Hopewell,65192629,Hopewell,,Central,51.4557,-2.5994,Entire home/apt,81,1,86,2022-09-03,1.35,157,263,3,
17875408,Lower Park Apartment - Studio 2 - Hopewell,65192629,Hopewell,,Central,51.4557,-2.59939,Hotel room,81,1,142,2022-08-29,2.17,157,73,9,
17875494,Lower Park Apartments - Studio 7 - Hopewell,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,81,1,62,2022-07-10,0.97,157,293,3,
17902476,MyCityHaven Stylish apartment edge of Cabot Circus,51686051,Michael,,Ashley,51.45964,-2.58812,Entire home/apt,75,30,48,2021-12-13,0.72,17,80,2,
